Training School,District,Ownership,Address,Course Code,Course Name,Start date,EndDate
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2012,01/05/2015
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Midwifery,01/05/2010,01/05/2013
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/05/2004,01/11/2006
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/11/2004,01/05/2007
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/05/2005,01/11/2007
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/05/2995,01/11/2997
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/05/2011,01/11/2013
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/05/2011,01/05/2011
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/05/2004,01/11/2006
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,21/11/2005,21/05/2008
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,07/05/2004,07/11/2006
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CCN,Certificate In Comprehensive Nursing ,01/05/2010,01/11/2012
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CN,Certificate in Midwifery,01/11/2012,01/05/2015
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CN,Certificate in Nursing,01/05/2004,01/11/2006
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CN,Certificate in Nursing,07/05/2004,07/11/2006
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CN,Certificate in Nursing,01/11/2011,01/05/2014
KIWOKO SCHOOL OF NURSING,NAKASEKE,PNFP,P.O. BOX 149 - LUWERO  0772 972 577 ,CN,Certificate in Nursing,01/11/2012,01/05/2015
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,01/11/2003,01/05/2006
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,17/01/2006,17/07/2008
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,01/12/2006,01/06/2009
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,01/11/2007,01/05/2010
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,01/11/2008,01/05/2011
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,01/05/2009,01/11/2011
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,CN,Certificate in Nursing,01/05/2012,01/11/2014
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,DNE,Diploma in Nursing (Extension),01/11/2011,01/05/2013
KULUVA SCHOOL OF COMPREHENSIVE NURSING,ARUA,PNFP,P.O. BOX 28 - ARUA  0772 475 150/ ,DNE,Diploma in Nursing (Extension),01/11/2012,01/05/2014
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,CN,Certificate in Nursing,01/11/2010,01/05/2013
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/05/2012
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2010,01/11/2011
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2011,01/11/2012
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
LIRA SCHOOL OF COMPREHENSIVE NURSING,LIRA,Government,P.O. BOX 36 - LIRA  0782 875 581 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/11/2007,01/11/2010
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/11/2005,01/11/2008
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/05/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/11/2009,01/11/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/11/2008,01/11/2011
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2010,01/11/2011
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/11/2010,01/05/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2011,01/11/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/11/2011,01/11/2014
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DM,Diploma in Midwifery,01/05/2012,01/05/2014
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/10/2002,01/10/2005
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/09/2003,01/09/2006
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/10/2004,01/10/2007
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/10/2005,01/10/2008
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/10/2007,01/10/2010
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/09/2006,01/09/2009
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/06/2007,01/06/2010
MASAKA SCHOOL OF COMPREHENSIVE NURSING,MASAKA,Government,P.O. BOX 445 - MASAKA  0782 313 992 ,DCN,Diploma in Comprehensive Nursing,01/05/2008,01/05/2011
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/06/2009,01/12/2011
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/12/2011
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,,
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/11/2012,01/05/2015
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CN,Certificate in Nursing,01/05/2011,01/11/2013
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CN,Certificate in Nursing,01/11/2011,01/05/2014
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
MAYANJA MEMORIAL TRAINING INSTITUTE,MBARARA,PFP,TEL:  0772 686 875 ,DN,Diploma in Nursing,01/11/2008,01/11/2011
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Midwifery,01/05/2011,01/11/2013
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Midwifery,01/11/2010,01/05/2013
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Midwifery,01/11/2011,01/05/2014
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Midwifery,01/05/2012,01/11/2014
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Nursing,01/05/2011,01/11/2013
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Nursing,01/11/2010,01/05/2013
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Nursing,01/11/2011,01/05/2014
MBALE SCHOOL OF NURSING AND MIDWIFERY,MBALE,PFP,,CN,Certificate in Nursing,01/05/2012,01/11/2014
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,28/11/2005,28/05/2008
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,01/11/2006,01/05/2009
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,01/11/2008,01/05/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,01/11/2011,01/05/2014
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,01/05/2012,01/11/2013
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Midwifery,01/11/2012,01/05/2015
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Nursing,01/11/2004,01/05/2007
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Nursing,01/11/2005,01/05/2008
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Nursing,01/11/2006,01/05/2009
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Nursing,01/11/2011,01/05/2014
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,CN,Certificate in Nursing,01/11/2012,01/05/2015
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DM,Diploma in Midwifery,01/05/2009,01/11/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DN,,01/05/2011,01/11/2013
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DM,Diploma in Midwifery,26/05/2006,26/05/2009
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DM,Diploma in Midwifery,01/05/2007,01/05/2010
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DN,Diploma in Nursing,26/05/2006,26/05/2009
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
MENGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,P.O. BOX 7161 - MENGO  0772 587 613 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,CCN,Certificate In Comprehensive Nursing,01/05/2007,01/11/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DCN,Diploma in Comprehensive Nursing,01/05/2008,01/05/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DCN,Diploma in Comprehensive Nursing,01/05/2010,01/05/2013
